Unnamed: 0,Property ID,Locality data,Price,Property type,Number of bedrooms,Living area m²,Equipped kitchen,Furnished,Open fire,Terrace surface m²,Garden area m²,Swimming pool,Building condition,Price per m²,Region,Province
2318,20240336,9470,350000,house,3.0,110.0,0,0,1,,,0,To be done up,3181.818181818182,Flanders,East Flanders
2277,20205472,9620,350000,house,3.0,235.0,1,0,1,,,0,Good,1489.3617021276596,Flanders,East Flanders
2429,20216953,6280,350000,house,4.0,201.0,0,0,1,,,0,Good,1741.2935323383085,Wallonia,Hainaut
4177,20214143,5580,350000,house,4.0,208.0,1,0,1,,1677.0,0,To be done up,1682.6923076923076,Wallonia,Namur
10478,20163599,1180,350000,apartment,1.0,66.0,0,0,1,,24.0,0,As new,5303.030303030303,Brussels,Brussels
6514,20203719,1080,350000,apartment,3.0,163.0,0,0,1,,,0,Good,2147.239263803681,Brussels,Brussels
1114,20226296,1330,350000,house,3.0,173.0,0,0,1,40.0,,0,To be done up,2023.121387283237,Wallonia,Walloon Brabant
9640,10929354,9800,350000,apartment,2.0,97.0,1,0,1,20.0,,0,Good,3608.2474226804125,Flanders,East Flanders
5350,20234501,1000,350000,apartment,2.0,92.0,0,0,1,24.0,,0,Good,3804.3478260869565,Brussels,Brussels
10197,11292742,8430,350000,apartment,2.0,62.0,0,0,1,,,0,To be done up,5645.1612903225805,Flanders,West Flanders
6218,20213823,1380,350000,apartment,3.0,113.0,1,0,1,,,0,Good,3097.3451327433627,Wallonia,Walloon Brabant
8230,20186915,9750,350000,apartment,3.0,118.0,0,0,1,,,0,Good,2966.101694915254,Flanders,East Flanders
6285,20226794,1081,350000,apartment,3.0,130.0,0,0,1,9.0,,0,As new,2692.3076923076924,Brussels,Brussels
2591,11436363,1325,350000,house,3.0,120.0,1,0,1,35.0,350.0,0,Good,2916.6666666666665,Wallonia,Walloon Brabant
2592,11341726,1400,350000,house,3.0,217.0,0,0,1,53.0,775.0,0,Good,1612.9032258064517,Wallonia,Walloon Brabant
3537,20236452,9520,350000,house,5.0,338.0,1,0,1,,,0,To renovate,1035.5029585798816,Flanders,East Flanders
7102,20224627,1160,350000,apartment,1.0,60.0,0,0,1,7.0,,0,Just renovated,5833.333333333333,Brussels,Brussels
2593,11390169,6230,350000,house,3.0,136.0,1,0,1,,450.0,0,Good,2573.529411764706,Wallonia,Hainaut
2594,11420686,6700,350000,house,3.0,184.0,1,0,1,,880.0,0,Good,1902.1739130434783,Wallonia,Luxembourg
3027,11456459,1400,350000,house,4.0,180.0,1,0,1,8.0,60.0,0,To be done up,1944.4444444444443,Wallonia,Walloon Brabant
3403,20237292,8400,350000,house,3.0,210.0,0,0,1,,,0,Good,1666.6666666666667,Flanders,West Flanders
2131,20241484,1502,350000,house,3.0,140.0,0,0,1,,,0,Good,2500.0,Flanders,Flemish Brabant
2130,20241482,1500,350000,house,3.0,140.0,0,0,1,,,0,Good,2500.0,Flanders,Flemish Brabant
10282,10956233,8430,350000,apartment,2.0,73.0,0,1,1,,,0,Good,4794.520547945205,Flanders,West Flanders
10281,20149347,3500,350000,apartment,3.0,145.0,0,0,1,,,0,To renovate,2413.793103448276,Flanders,Limburg
10280,20016594,1150,350000,apartment,2.0,90.0,0,0,1,12.0,,0,As new,3888.8888888888887,Brussels,Brussels
9701,20167595,8420,350000,apartment,4.0,214.0,0,0,1,,,0,To renovate,1635.5140186915887,Flanders,West Flanders
9699,20135501,1150,350000,apartment,3.0,120.0,0,0,1,,,0,As new,2916.6666666666665,Brussels,Brussels
5444,20234383,1200,350000,apartment,3.0,109.0,0,0,1,31.0,,0,To be done up,3211.0091743119265,Brussels,Brussels
9646,20189775,9800,350000,apartment,2.0,103.0,1,0,1,12.0,,0,Good,3398.0582524271845,Flanders,East Flanders
1210,20210853,5140,350000,house,4.0,135.0,1,0,1,,340.0,0,Just renovated,2592.5925925925926,Wallonia,Namur
1155,20158016,6800,350000,house,4.0,165.0,0,0,1,10.0,800.0,0,To renovate,2121.212121212121,Wallonia,Luxembourg
5005,20203045,6140,350000,house,3.0,140.0,1,0,1,45.0,350.0,0,As new,2500.0,Wallonia,Hainaut
9131,20022990,1180,350000,apartment,1.0,66.0,0,0,1,,,0,As new,5303.030303030303,Brussels,Brussels
7168,20030270,9300,350000,apartment,3.0,126.0,1,0,1,9.0,,0,Good,2777.777777777778,Flanders,East Flanders
8880,11441486,1040,350000,apartment,1.0,56.0,0,1,1,,,0,As new,6250.0,Brussels,Brussels
8879,20108991,1040,350000,apartment,2.0,78.0,0,0,1,,,0,Good,4487.179487179487,Brussels,Brussels
1929,20245237,2100,350000,house,1.0,480.0,0,0,1,,,0,To renovate,729.1666666666666,Flanders,Antwerp
1928,20245600,1090,350000,house,4.0,157.0,0,0,1,,30.0,0,To be done up,2229.2993630573246,Brussels,Brussels
3612,20167600,8420,350000,house,4.0,214.0,0,0,1,,,0,To renovate,1635.5140186915887,Flanders,West Flanders
8079,20172432,2640,350000,apartment,3.0,114.0,0,0,1,14.0,,0,As new,3070.1754385964914,Flanders,Antwerp
807,20225960,8301,350000,house,3.0,113.0,0,0,1,,,0,Good,3097.3451327433627,Flanders,West Flanders
5695,20192660,1400,350000,apartment,2.0,107.0,0,0,1,8.0,,0,As new,3271.0280373831774,Wallonia,Walloon Brabant
1543,20229124,1700,350000,house,4.0,187.0,1,0,1,60.0,130.0,0,Good,1871.6577540106953,Flanders,Flemish Brabant
3341,20057079,4820,350000,house,3.0,180.0,0,0,1,835.0,700.0,0,Good,1944.4444444444443,Wallonia,Liège
3306,20104174,9050,350000,house,4.0,200.0,0,0,1,,25.0,0,To renovate,1750.0,Flanders,East Flanders
6051,20218369,1140,350000,apartment,3.0,114.0,0,0,1,,,0,As new,3070.1754385964914,Brussels,Brussels
1904,20048216,1410,350000,house,2.0,120.0,1,0,1,,472.0,0,To be done up,2916.6666666666665,Wallonia,Walloon Brabant
1527,20156825,4983,350000,house,3.0,171.0,1,0,1,7.0,,0,Good,2046.7836257309941,Wallonia,Liège
4425,20177495,1440,350000,house,3.0,161.0,0,0,1,,800.0,0,Good,2173.913043478261,Wallonia,Walloon Brabant
8881,11461033,1400,350000,apartment,2.0,105.0,0,0,1,8.0,,0,As new,3333.3333333333335,Wallonia,Walloon Brabant
7977,20204284,9090,350000,apartment,2.0,69.0,0,0,1,16.0,,0,Good,5072.463768115942,Flanders,East Flanders
5679,20234359,1210,350000,apartment,3.0,150.0,0,0,1,,,0,Good,2333.3333333333335,Brussels,Brussels
4569,20195087,8770,350000,house,3.0,144.0,0,0,1,,,0,Good,2430.5555555555557,Flanders,West Flanders
9424,11213648,8430,350000,apartment,1.0,59.0,1,1,1,,,0,Good,5932.203389830508,Flanders,West Flanders
9423,20080036,1180,350000,apartment,2.0,100.0,0,0,1,10.0,,0,Good,3500.0,Brussels,Brussels
9422,11361279,1030,350000,apartment,2.0,106.0,1,0,1,7.0,,0,Good,3301.8867924528304,Brussels,Brussels
4486,20215069,5570,350000,house,4.0,140.0,0,1,1,30.0,1000.0,0,Good,2500.0,Wallonia,Namur
316,20246608,1390,350000,house,4.0,232.0,0,0,1,21.0,,0,To renovate,1508.6206896551723,Wallonia,Walloon Brabant
7347,20138079,1180,350000,apartment,3.0,95.0,0,0,1,15.0,,0,Good,3684.2105263157896,Brussels,Brussels
7346,20101051,1040,350000,apartment,1.0,56.0,0,1,1,,,0,As new,6250.0,Brussels,Brussels
4559,20217147,7060,350000,house,5.0,230.0,1,0,1,20.0,170.0,0,Good,1521.7391304347825,Wallonia,Hainaut
5922,20237590,9300,350000,apartment,3.0,126.0,1,0,1,9.0,,0,Good,2777.777777777778,Flanders,East Flanders
7529,20150375,1180,350000,apartment,1.0,66.0,0,0,1,,24.0,0,As new,5303.030303030303,Brussels,Brussels
5916,20127445,9080,350000,apartment,2.0,75.0,0,0,1,75.0,,0,Good,4666.666666666667,Flanders,East Flanders
7464,20206089,9000,350000,apartment,4.0,150.0,0,0,1,,70.0,0,To renovate,2333.3333333333335,Flanders,East Flanders
6719,20246557,1000,350000,apartment,2.0,95.0,1,0,1,5.0,,0,As new,3684.2105263157896,Brussels,Brussels
2438,20228324,1410,350000,house,3.0,131.0,0,0,1,5.0,,0,To renovate,2671.7557251908397,Wallonia,Walloon Brabant
6577,20211669,9000,350000,apartment,4.0,150.0,0,0,1,,70.0,0,To renovate,2333.3333333333335,Flanders,East Flanders
2467,20231720,8000,350000,house,3.0,194.0,0,0,1,,,0,Good,1804.1237113402062,Flanders,West Flanders
4697,20057323,4800,350000,house,3.0,122.0,1,0,1,,,0,Good,2868.8524590163934,Wallonia,Liège
2496,20175340,9800,350000,house,3.0,166.0,0,0,1,,,0,To renovate,2108.4337349397592,Flanders,East Flanders
6710,20134429,1020,350000,apartment,2.0,130.0,1,0,1,30.0,,0,As new,2692.3076923076924,Brussels,Brussels
6887,20230963,1310,349999,apartment,2.0,98.0,0,0,1,6.0,,0,As new,3571.418367346939,Wallonia,Walloon Brabant
2798,20230632,5360,349950,house,3.0,165.0,1,0,1,,,0,As new,2120.909090909091,Wallonia,Namur
8944,20231177,3190,349900,apartment,2.0,79.0,1,0,1,15.0,10.0,0,As new,4429.113924050633,Flanders,Flemish Brabant
2166,20123605,2100,349900,house,3.0,120.0,0,0,1,9.0,110.0,0,To renovate,2915.8333333333335,Flanders,Antwerp
8943,20147872,1800,349561,apartment,2.0,113.0,1,0,1,8.0,,0,As new,3093.4601769911505,Flanders,Flemish Brabant
279,20221011,8650,349500,house,3.0,135.0,1,0,1,,,0,Good,2588.8888888888887,Flanders,West Flanders
4405,20071177,9700,349500,house,3.0,167.0,0,0,1,,,0,Good,2092.814371257485,Flanders,East Flanders
7167,11053072,9000,349500,apartment,2.0,81.0,1,0,1,10.0,,0,Good,4314.814814814815,Flanders,East Flanders
1055,20193392,2650,349500,house,3.0,189.0,1,0,1,,98.0,0,To renovate,1849.2063492063492,Flanders,Antwerp
8564,20193891,8900,349173,apartment,2.0,107.0,0,0,1,12.0,,0,As new,3263.299065420561,Flanders,West Flanders
667,20233893,9800,349002,house,3.0,169.0,1,0,1,,,0,As new,2065.1005917159764,Flanders,East Flanders
666,20233938,9800,349001,house,3.0,165.0,1,0,1,,,0,As new,2115.1575757575756,Flanders,East Flanders
1076,20215705,9230,349000,house,3.0,177.0,0,0,1,10.0,26.0,0,Just renovated,1971.7514124293784,Flanders,East Flanders
8673,20174911,1830,349000,apartment,2.0,90.0,1,0,1,12.0,150.0,0,As new,3877.777777777778,Flanders,Flemish Brabant
5295,20222419,1030,349000,apartment,2.0,90.0,1,0,1,4.0,,0,Good,3877.777777777778,Brussels,Brussels
3136,20000602,1800,349000,house,3.0,165.0,0,0,1,13.0,80.0,0,To renovate,2115.151515151515,Flanders,Flemish Brabant
4137,20227292,9810,349000,house,4.0,189.0,0,0,1,30.0,,0,As new,1846.5608465608466,Flanders,East Flanders
4696,11383425,9230,349000,house,3.0,207.0,1,0,1,,,0,Good,1685.9903381642512,Flanders,East Flanders
2502,20224587,1300,349000,house,2.0,100.0,1,0,1,130.0,570.0,0,Good,3490.0,Wallonia,Walloon Brabant
2495,20176625,9450,349000,house,5.0,205.0,0,0,1,,,0,To renovate,1702.439024390244,Flanders,East Flanders
4175,20212319,5590,349000,house,4.0,130.0,0,0,1,33.0,428.0,0,Just renovated,2684.6153846153848,Wallonia,Namur
6639,20217352,1180,349000,apartment,2.0,90.0,0,0,1,11.0,36.0,0,To be done up,3877.777777777778,Brussels,Brussels
3466,20225894,2627,349000,house,3.0,164.0,1,0,1,16.0,150.0,0,Good,2128.048780487805,Flanders,Antwerp
7719,20213797,9000,349000,apartment,3.0,99.0,0,0,1,,,0,Good,3525.252525252525,Flanders,East Flanders
1818,20126499,1030,349000,house,2.0,116.0,0,0,1,10.0,90.0,0,To renovate,3008.6206896551726,Brussels,Brussels
329,20234023,9690,349000,house,3.0,148.0,0,0,1,,,0,As new,2358.108108108108,Flanders,East Flanders
1025,20235277,2018,349000,house,4.0,337.0,0,0,1,,166.0,0,To renovate,1035.6083086053413,Flanders,Antwerp
2437,20229913,4845,349000,house,3.0,151.0,0,0,1,,1039.0,0,Good,2311.2582781456954,Wallonia,Liège
3954,20228484,9400,349000,house,3.0,199.0,1,0,1,,,0,Good,1753.7688442211056,Flanders,East Flanders
9813,20190337,8620,349000,apartment,1.0,65.0,1,1,1,,,0,Good,5369.2307692307695,Flanders,West Flanders
7842,20216127,8300,349000,apartment,1.0,47.0,1,0,1,2.0,,0,Good,7425.531914893617,Flanders,West Flanders
1616,20233696,9550,349000,house,3.0,198.0,0,0,1,20.0,100.0,0,Just renovated,1762.6262626262626,Flanders,East Flanders
1582,20208639,1428,349000,house,3.0,136.0,0,0,1,16.0,150.0,0,To be done up,2566.176470588235,Wallonia,Walloon Brabant
1623,20168980,2530,349000,house,3.0,160.0,0,0,1,15.0,145.0,0,To renovate,2181.25,Flanders,Antwerp
1583,20206561,4600,349000,house,5.0,217.0,1,0,1,32.0,478.0,0,To be done up,1608.294930875576,Wallonia,Liège
1584,20136116,9300,349000,house,3.0,136.0,0,0,1,40.0,,0,Good,2566.176470588235,Flanders,East Flanders
2770,20232632,9200,349000,house,4.0,166.0,1,0,1,,,0,Good,2102.409638554217,Flanders,East Flanders
1585,20184539,9790,349000,house,4.0,226.0,1,0,1,,260.0,0,To be done up,1544.2477876106195,Flanders,East Flanders
7345,11006456,9900,349000,apartment,2.0,100.0,0,0,1,,,0,As new,3490.0,Flanders,East Flanders
4558,20214495,2930,349000,house,3.0,168.0,0,0,1,,,0,Good,2077.3809523809523,Flanders,Antwerp
1830,20211921,8582,349000,house,3.0,177.0,0,0,1,,,0,Just renovated,1971.7514124293784,Flanders,West Flanders
4497,20224742,5002,349000,house,4.0,173.0,1,0,1,40.0,890.0,0,As new,2017.3410404624278,Wallonia,Namur
2449,20174546,9000,349000,house,3.0,157.0,0,0,1,10.0,,0,Good,2222.9299363057326,Flanders,East Flanders
6529,20199668,1180,349000,apartment,1.0,80.0,1,0,1,5.0,,0,Good,4362.5,Brussels,Brussels
3688,20231778,6250,349000,house,2.0,102.0,1,0,1,30.0,1300.0,0,Good,3421.5686274509803,Wallonia,Hainaut
3226,20155350,9120,349000,house,3.0,175.0,1,0,1,,95.0,0,Good,1994.2857142857142,Flanders,East Flanders
6032,20204273,8400,349000,apartment,3.0,118.0,0,0,1,8.0,,0,Good,2957.6271186440677,Flanders,West Flanders
3955,20228445,9406,349000,house,3.0,199.0,1,0,1,,,0,Good,1753.7688442211056,Flanders,East Flanders
1526,20205568,4041,349000,house,4.0,182.0,1,0,1,50.0,520.0,0,Good,1917.5824175824175,Wallonia,Liège
1556,20225335,9500,349000,house,3.0,177.0,0,0,1,,,0,As new,1971.7514124293784,Flanders,East Flanders
8875,20165637,1180,349000,apartment,2.0,135.0,0,0,1,,,0,Good,2585.185185185185,Brussels,Brussels
569,20232554,9810,349000,house,5.0,189.0,0,0,1,,78.0,0,Just renovated,1846.5608465608466,Flanders,East Flanders
4403,11444155,4000,349000,house,2.0,151.0,1,0,1,20.0,360.0,0,Good,2311.2582781456954,Wallonia,Liège
4404,20122034,9940,349000,house,3.0,183.0,0,0,1,,200.0,0,To renovate,1907.103825136612,Flanders,East Flanders
9129,11148716,1082,349000,apartment,2.0,88.0,0,0,1,7.0,,0,As new,3965.909090909091,Brussels,Brussels
8876,20067739,2000,349000,apartment,2.0,84.0,0,0,1,,,0,Just renovated,4154.761904761905,Flanders,Antwerp
2733,20238656,2300,349000,house,3.0,208.0,0,0,1,,,0,As new,1677.8846153846155,Flanders,Antwerp
2734,20241392,9800,349000,house,5.0,246.0,1,0,1,,,0,To be done up,1418.69918699187,Flanders,East Flanders
2741,20218058,9000,349000,house,3.0,130.0,0,0,1,,,0,Good,2684.6153846153848,Flanders,East Flanders
3629,20178191,9550,349000,house,4.0,148.0,0,0,1,,,0,Good,2358.108108108108,Flanders,East Flanders
7165,20040348,8370,349000,apartment,2.0,103.0,1,0,1,,,0,Good,3388.349514563107,Flanders,West Flanders
7166,20043814,9120,349000,apartment,3.0,170.0,1,0,1,5.0,,0,Good,2052.9411764705883,Flanders,East Flanders
7164,20040356,8370,349000,apartment,2.0,73.0,0,1,1,,,0,Good,4780.821917808219,Flanders,West Flanders
2742,20218057,9032,349000,house,3.0,130.0,0,0,1,,,0,Good,2684.6153846153848,Flanders,East Flanders
3305,20156845,9620,349000,house,4.0,234.0,1,0,1,,,0,Good,1491.4529914529915,Flanders,East Flanders
1953,20241873,9340,349000,house,4.0,255.0,0,0,1,,,0,To renovate,1368.6274509803923,Flanders,East Flanders
7243,20163437,1040,349000,apartment,2.0,100.0,1,0,1,,,0,To renovate,3490.0,Brussels,Brussels
7344,20109295,8300,349000,apartment,1.0,55.0,1,0,1,,,0,Good,6345.454545454545,Flanders,West Flanders
7216,20208233,1050,349000,apartment,2.0,80.0,0,0,1,2.0,,0,As new,4362.5,Brussels,Brussels
3227,20138828,9130,349000,house,3.0,175.0,1,0,1,,95.0,0,Good,1994.2857142857142,Flanders,East Flanders
9130,11198421,1083,349000,apartment,2.0,88.0,0,0,1,7.0,,0,As new,3965.909090909091,Brussels,Brussels
3950,20189311,1600,349000,house,3.0,150.0,0,0,1,30.0,35.0,0,To be done up,2326.6666666666665,Flanders,Flemish Brabant
2812,20215559,9506,349000,house,2.0,123.0,0,0,1,15.0,2140.0,0,As new,2837.39837398374,Flanders,East Flanders
7390,20184181,8370,349000,apartment,3.0,159.0,0,0,1,40.0,,0,To be done up,2194.9685534591194,Flanders,West Flanders
219,20232268,1750,349000,house,3.0,176.0,1,0,1,,,0,To be done up,1982.9545454545455,Flanders,Flemish Brabant
2820,20188648,4683,349000,house,3.0,237.0,0,0,1,15.0,,0,Good,1472.5738396624472,Wallonia,Liège
88,20245401,9340,349000,house,3.0,130.0,0,0,1,,,0,As new,2684.6153846153848,Flanders,East Flanders
1077,20214772,9340,349000,house,3.0,224.0,0,0,1,,,0,Good,1558.0357142857142,Flanders,East Flanders
2252,20003175,4460,349000,house,3.0,240.0,0,0,1,,1184.0,0,To be done up,1454.1666666666667,Wallonia,Liège
2590,20076235,9472,349000,house,3.0,225.0,0,0,1,12.0,,0,To be done up,1551.111111111111,Flanders,East Flanders
2215,20232240,9620,349000,house,3.0,167.0,0,0,1,,,0,To be done up,2089.820359281437,Flanders,East Flanders
9383,20243567,4000,349000,apartment,2.0,107.0,1,0,1,9.0,,0,As new,3261.6822429906542,Wallonia,Liège
3340,20150539,2235,349000,house,3.0,121.0,1,0,1,,,0,Good,2884.2975206611573,Flanders,Antwerp
3339,20117187,1840,349000,house,4.0,150.0,0,0,1,,,0,To renovate,2326.6666666666665,Flanders,Flemish Brabant
2043,20233970,4342,349000,house,4.0,235.0,1,0,1,58.0,586.0,0,Good,1485.1063829787233,Wallonia,Liège
4814,20027837,5170,349000,house,3.0,138.0,1,0,1,42.0,936.0,0,Good,2528.985507246377,Wallonia,Namur
7131,20171962,8500,349000,apartment,2.0,110.0,1,0,1,8.0,,0,Good,3172.7272727272725,Flanders,West Flanders
2042,20206517,2800,349000,house,3.0,100.0,1,0,1,,17.0,0,Good,3490.0,Flanders,Antwerp
8198,20166084,8670,349000,apartment,2.0,88.0,0,0,1,,,0,Good,3965.909090909091,Flanders,West Flanders
8197,20084949,8400,349000,apartment,2.0,71.0,0,0,1,45.0,,0,Just renovated,4915.492957746479,Flanders,West Flanders
767,20242792,8830,349000,house,3.0,285.0,1,0,1,,,0,Good,1224.561403508772,Flanders,West Flanders
8160,20222175,1000,349000,apartment,2.0,82.0,1,0,1,,,0,As new,4256.09756097561,Brussels,Brussels
10246,11415552,1600,349000,apartment,3.0,142.0,1,0,1,7.0,,0,Good,2457.7464788732395,Flanders,Flemish Brabant
2100,20201033,4530,349000,house,4.0,161.0,0,0,1,25.0,1000.0,0,Good,2167.7018633540374,Wallonia,Liège
8245,20075571,8660,349000,apartment,2.0,78.0,0,0,1,,,0,Good,4474.358974358975,Flanders,West Flanders
1308,20240813,8480,349000,house,4.0,207.0,0,0,1,,,0,As new,1685.9903381642512,Flanders,West Flanders
1240,20246203,9040,349000,house,2.0,87.0,0,0,1,,,0,Good,4011.4942528735633,Flanders,East Flanders
4619,11419242,1310,349000,house,3.0,157.0,0,0,1,35.0,257.0,0,To renovate,2222.9299363057326,Wallonia,Walloon Brabant
5476,20232701,3000,349000,apartment,1.0,112.0,0,0,1,14.0,,0,Good,3116.0714285714284,Flanders,Flemish Brabant
4618,20016850,1070,349000,house,4.0,246.0,0,0,1,,,0,To renovate,1418.69918699187,Brussels,Brussels
4286,20168821,9000,349000,house,3.0,117.0,0,0,1,35.0,,0,Good,2982.905982905983,Flanders,East Flanders
10247,20157483,2640,349000,apartment,2.0,132.0,0,0,1,22.0,,0,As new,2643.939393939394,Flanders,Antwerp
4339,20228507,9400,349000,house,3.0,199.0,1,0,1,,,0,Good,1753.7688442211056,Flanders,East Flanders
10248,20138983,8380,349000,apartment,1.0,57.0,0,0,1,,,0,Good,6122.80701754386,Flanders,West Flanders
4815,20168511,8580,349000,house,7.0,230.0,0,0,1,,907.0,0,To be done up,1517.391304347826,Flanders,West Flanders
1297,20174586,6700,349000,house,3.0,136.0,0,0,1,,719.0,0,Good,2566.176470588235,Wallonia,Luxembourg
1298,20201495,9680,349000,house,3.0,248.0,0,0,1,,,0,To renovate,1407.258064516129,Flanders,East Flanders
766,20243615,6043,349000,house,5.0,285.0,1,0,1,,,0,Good,1224.561403508772,Wallonia,Hainaut
1,20246399,2170,349000,house,3.0,193.0,1,0,1,,53.0,0,To be done up,1808.2901554404145,Flanders,Antwerp
27,20239177,7890,349000,house,3.0,138.0,1,0,1,25.0,2000.0,0,To be done up,2528.985507246377,Wallonia,Hainaut
4695,20116166,6221,349000,house,4.0,295.0,0,0,1,,,0,Good,1183.050847457627,Wallonia,Hainaut
10276,11310223,1140,349000,apartment,3.0,116.0,1,0,1,7.0,,0,As new,3008.6206896551726,Brussels,Brussels
10278,20048636,2018,349000,apartment,2.0,105.0,1,1,1,5.0,,0,Good,3323.809523809524,Flanders,Antwerp
10277,11430518,1150,349000,apartment,3.0,115.0,0,0,1,9.0,,0,To be done up,3034.782608695652,Brussels,Brussels
2117,20245684,8980,349000,house,3.0,150.0,0,0,1,,,0,Good,2326.6666666666665,Flanders,West Flanders
671,20202536,4218,349000,house,2.0,162.0,0,0,1,,2199.0,0,Good,2154.320987654321,Wallonia,Liège
504,20230284,9450,349000,house,3.0,249.0,1,0,1,,,0,Good,1401.6064257028113,Flanders,East Flanders
6757,20209590,1030,349000,apartment,3.0,113.0,0,0,1,9.0,,0,Good,3088.495575221239,Brussels,Brussels
6760,20228772,1070,349000,apartment,2.0,175.0,1,0,1,,,0,Good,1994.2857142857142,Brussels,Brussels
6759,20228771,1000,349000,apartment,2.0,115.0,0,0,1,,,0,Good,3034.782608695652,Brussels,Brussels
2328,20218176,9520,349000,house,3.0,229.0,0,0,1,,,0,Good,1524.0174672489084,Flanders,East Flanders
6439,20151927,2018,349000,apartment,2.0,108.0,1,0,1,2.0,,0,Just renovated,3231.4814814814813,Flanders,Antwerp
2165,20156520,9130,349000,house,3.0,176.0,1,0,1,12.0,177.0,0,Good,1982.9545454545455,Flanders,East Flanders
9712,20226479,8620,349000,apartment,1.0,62.0,1,1,1,,,0,Good,5629.032258064516,Flanders,West Flanders
9625,20209721,9860,349000,apartment,2.0,102.0,0,0,1,,,0,Good,3421.5686274509803,Flanders,East Flanders
3,20245396,9620,349000,house,4.0,237.0,0,0,1,16.0,390.0,0,To renovate,1472.5738396624472,Flanders,East Flanders
4176,20211099,9300,349000,house,3.0,227.0,0,0,1,,,0,Good,1537.444933920705,Flanders,East Flanders
1109,20241047,1851,349000,house,4.0,230.0,0,0,1,,,0,To renovate,1517.391304347826,Flanders,Flemish Brabant
4633,20241347,2300,348500,house,3.0,143.0,0,0,1,,80.0,0,As new,2437.062937062937,Flanders,Antwerp
446,20228144,2230,348500,house,3.0,199.0,0,0,1,,,0,Good,1751.2562814070352,Flanders,Antwerp
1024,20230537,8501,348000,house,3.0,117.0,1,0,1,,,0,Good,2974.358974358974,Flanders,West Flanders
413,20246063,9700,348000,house,3.0,229.0,0,0,1,,,0,To renovate,1519.6506550218342,Flanders,East Flanders
1987,20206726,7880,348000,house,3.0,150.0,1,0,1,,,0,Good,2320.0,Wallonia,Hainaut
939,20224191,2800,348000,house,4.0,153.0,1,0,1,,37.0,0,Just renovated,2274.5098039215686,Flanders,Antwerp
1503,20225326,9500,348000,house,3.0,177.0,0,0,1,,,0,As new,1966.1016949152543,Flanders,East Flanders
2769,20232663,8200,348000,house,4.0,172.0,0,0,1,,,0,To renovate,2023.2558139534883,Flanders,West Flanders
5574,20239628,2650,348000,apartment,2.0,105.0,1,0,1,6.0,,0,Just renovated,3314.285714285714,Flanders,Antwerp
5599,20239627,2650,348000,apartment,2.0,105.0,1,0,1,6.0,,0,Just renovated,3314.285714285714,Flanders,Antwerp
540,20236926,1650,348000,house,3.0,130.0,0,0,1,10.0,35.0,0,To be done up,2676.923076923077,Flanders,Flemish Brabant
541,20236927,1654,348000,house,3.0,130.0,0,0,1,10.0,35.0,0,To be done up,2676.923076923077,Flanders,Flemish Brabant
2971,20227235,9810,347551,house,3.0,169.0,1,0,1,,,0,As new,2056.5147928994083,Flanders,East Flanders
2970,20227239,9810,347551,house,3.0,169.0,1,0,1,,,0,As new,2056.5147928994083,Flanders,East Flanders
2969,20227247,9810,347551,house,3.0,169.0,1,0,1,,,0,As new,2056.5147928994083,Flanders,East Flanders
4617,20165335,2840,347000,house,2.0,115.0,0,0,1,19.0,,0,Good,3017.391304347826,Flanders,Antwerp
2589,11373162,9070,347000,house,3.0,164.0,0,0,1,100.0,799.0,0,Good,2115.8536585365855,Flanders,East Flanders
5122,20160919,9990,347000,house,3.0,125.0,1,0,1,17.0,45.0,0,As new,2776.0,Flanders,East Flanders
8942,20147869,1800,346939,apartment,2.0,112.0,1,0,1,8.0,,0,As new,3097.6696428571427,Flanders,Flemish Brabant
3761,20236005,3800,346179,house,3.0,135.0,1,0,1,,,0,Good,2564.288888888889,Flanders,Limburg
2647,20241172,2300,345500,house,3.0,157.0,0,0,1,,103.0,0,As new,2200.6369426751594,Flanders,Antwerp
2648,20240937,2300,345500,house,3.0,163.0,0,0,1,,81.0,0,As new,2119.6319018404906,Flanders,Antwerp
522,20235250,9180,345000,house,4.0,165.0,0,0,1,60.0,100.0,0,Good,2090.909090909091,Flanders,East Flanders
5745,20227280,2600,345000,apartment,3.0,110.0,0,0,1,5.0,,0,Just renovated,3136.3636363636365,Flanders,Antwerp
12,20244971,9000,345000,house,4.0,145.0,0,0,1,,38.0,0,Good,2379.310344827586,Flanders,East Flanders
8581,20214733,1480,345000,apartment,3.0,130.0,0,0,1,30.0,,0,As new,2653.846153846154,Wallonia,Walloon Brabant
5340,20238747,9030,345000,apartment,2.0,78.0,1,0,1,5.0,,0,Good,4423.076923076923,Flanders,East Flanders
3599,20227427,8200,345000,house,5.0,277.0,0,0,1,,,0,Good,1245.4873646209387,Flanders,West Flanders
8874,11437204,1210,345000,apartment,3.0,96.0,1,0,1,15.0,,0,Good,3593.75,Brussels,Brussels
6741,11485628,2018,345000,apartment,2.0,102.0,1,0,1,2.0,,0,Good,3382.3529411764707,Flanders,Antwerp
6360,20232434,1050,345000,apartment,1.0,64.0,0,0,1,20.0,,0,Just renovated,5390.625,Brussels,Brussels
6185,20244636,9051,345000,apartment,2.0,88.0,0,0,1,13.0,,0,As new,3920.4545454545455,Flanders,East Flanders
9366,20190839,1040,345000,apartment,2.0,119.0,0,0,1,16.0,,0,To restore,2899.159663865546,Brussels,Brussels
