Unnamed: 0,Property ID,Locality data,Price,Property type,Number of bedrooms,Living area m²,Equipped kitchen,Furnished,Open fire,Terrace surface m²,Garden area m²,Swimming pool,Building condition,Price per m²,Region,Province
5056,20195222,9320,595000,house,6.0,265.0,0,0,1,,,0,Good,2245.2830188679245,Flanders,East Flanders
3903,20127840,1340,595000,house,3.0,187.0,0,0,1,50.0,700.0,0,As new,3181.818181818182,Wallonia,Walloon Brabant
3904,20110081,3140,595000,house,5.0,368.0,0,0,1,,,0,Good,1616.8478260869565,Flanders,Flemish Brabant
3865,11346816,9940,595000,house,4.0,218.0,1,0,1,,,0,Good,2729.3577981651374,Flanders,East Flanders
3864,20005724,1160,595000,house,5.0,208.0,0,0,1,5.0,110.0,0,To renovate,2860.576923076923,Brussels,Brussels
3905,20139288,7890,595000,house,3.0,293.0,0,0,1,,,0,Good,2030.716723549488,Wallonia,Hainaut
4055,20120766,9050,595000,house,3.0,140.0,0,0,1,,,0,To be done up,4250.0,Flanders,East Flanders
2486,20186027,1701,595000,house,4.0,245.0,1,0,1,18.0,135.0,0,Good,2428.5714285714284,Flanders,Flemish Brabant
8052,11295068,8300,595000,apartment,2.0,75.0,0,0,1,,,0,Good,7933.333333333333,Flanders,West Flanders
6175,20222228,1050,595000,apartment,3.0,121.0,1,0,1,,,0,Good,4917.355371900827,Brussels,Brussels
3385,20236119,2820,595000,house,3.0,240.0,0,0,1,,,0,To be done up,2479.1666666666665,Flanders,Antwerp
6604,20240896,8370,595000,apartment,3.0,138.0,0,0,1,,,0,As new,4311.594202898551,Flanders,West Flanders
658,20244122,2547,595000,house,3.0,208.0,1,0,1,,,0,As new,2860.576923076923,Flanders,Antwerp
1258,20240129,2660,595000,house,5.0,258.0,0,0,1,,,0,Good,2306.201550387597,Flanders,Antwerp
651,20113420,7890,595000,house,5.0,550.0,0,0,1,80.0,1000.0,0,As new,1081.8181818181818,Wallonia,Hainaut
3484,20135596,2500,595000,house,5.0,345.0,0,0,1,,29.0,0,To renovate,1724.6376811594203,Flanders,Antwerp
6681,20218850,1180,595000,apartment,2.0,85.0,0,0,1,5.0,,0,As new,7000.0,Brussels,Brussels
4294,20148346,1342,595000,house,3.0,190.0,1,0,1,50.0,1461.0,0,To be done up,3131.5789473684213,Wallonia,Walloon Brabant
259,20234768,1702,595000,house,5.0,270.0,0,0,1,30.0,400.0,0,As new,2203.703703703704,Flanders,Flemish Brabant
7250,20203862,1160,595000,apartment,3.0,162.0,0,0,1,11.0,,0,Good,3672.8395061728397,Brussels,Brussels
547,20215087,9690,595000,house,3.0,235.0,1,0,1,,,1,Good,2531.9148936170213,Flanders,East Flanders
3451,20122778,1330,595000,house,4.0,209.0,0,0,1,9.0,,0,To be done up,2846.8899521531102,Wallonia,Walloon Brabant
4293,20148348,1340,595000,house,3.0,190.0,1,0,1,50.0,1461.0,0,To be done up,3131.5789473684213,Wallonia,Walloon Brabant
6176,20222227,1050,595000,apartment,3.0,116.0,1,0,1,,,0,Good,5129.310344827586,Brussels,Brussels
8112,11165603,8300,595000,apartment,2.0,75.0,0,0,1,,,0,Good,7933.333333333333,Flanders,West Flanders
4448,20207979,2850,595000,house,4.0,248.0,0,0,1,,,0,Good,2399.1935483870966,Flanders,Antwerp
8256,20172660,8300,595000,apartment,2.0,75.0,0,0,1,,,0,Good,7933.333333333333,Flanders,West Flanders
3563,11404876,3090,595000,house,4.0,303.0,0,0,1,,500.0,1,To be done up,1963.6963696369637,Flanders,Flemish Brabant
1066,20175923,4121,595000,house,5.0,249.0,1,0,1,30.0,1546.0,0,Good,2389.5582329317267,Wallonia,Liège
3564,20128624,4960,595000,house,7.0,390.0,1,0,1,50.0,2442.0,1,Good,1525.6410256410256,Wallonia,Liège
3121,20218406,8531,595000,house,3.0,1250.0,0,0,1,,,0,To renovate,476.0,Flanders,West Flanders
224,20232385,1850,595000,house,6.0,297.0,1,0,1,,,0,Good,2003.3670033670035,Flanders,Flemish Brabant
3562,11405544,2300,595000,house,8.0,468.0,1,0,1,30.0,210.0,0,Good,1271.3675213675215,Flanders,Antwerp
7082,20143785,1050,595000,apartment,2.0,125.0,0,0,1,16.0,,0,Just renovated,4760.0,Brussels,Brussels
1688,20205027,1410,595000,house,1.0,95.0,1,0,1,15.0,140.0,0,To renovate,6263.1578947368425,Wallonia,Walloon Brabant
2660,20218405,8530,595000,house,3.0,1250.0,0,0,1,,,0,To renovate,476.0,Flanders,West Flanders
3705,20180392,1060,595000,house,5.0,200.0,1,0,1,20.0,20.0,0,To renovate,2975.0,Brussels,Brussels
6910,20227243,9000,595000,apartment,2.0,98.0,0,0,1,9.0,,0,As new,6071.428571428572,Flanders,East Flanders
6821,11109704,1000,595000,apartment,2.0,105.0,1,0,1,30.0,,0,Good,5666.666666666667,Brussels,Brussels
6952,20025142,8301,595000,apartment,2.0,84.0,0,0,1,,,0,Good,7083.333333333333,Flanders,West Flanders
2773,20230572,9690,595000,house,2.0,205.0,0,0,1,,,0,To renovate,2902.439024390244,Flanders,East Flanders
7696,20139485,1180,595000,apartment,2.0,97.0,0,0,1,8.0,,0,As new,6134.020618556701,Brussels,Brussels
8281,11216264,8300,595000,apartment,2.0,79.0,0,0,1,,,0,Good,7531.645569620253,Flanders,West Flanders
8280,10763932,8300,595000,apartment,2.0,79.0,0,0,1,,,0,Good,7531.645569620253,Flanders,West Flanders
8610,11395630,8300,595000,apartment,2.0,95.0,0,0,1,,,0,Good,6263.1578947368425,Flanders,West Flanders
2778,11435620,1082,595000,house,4.0,190.0,1,0,1,20.0,,0,Good,3131.5789473684213,Brussels,Brussels
2779,11278295,1420,595000,house,3.0,229.0,1,0,1,20.0,857.0,0,As new,2598.2532751091703,Wallonia,Walloon Brabant
2236,20175616,1410,595000,house,5.0,250.0,0,0,1,27.0,750.0,0,To renovate,2380.0,Wallonia,Walloon Brabant
6953,20160235,9620,595000,apartment,2.0,152.0,0,0,1,,,0,As new,3914.4736842105262,Flanders,East Flanders
7644,20238474,1050,595000,apartment,3.0,172.0,1,0,1,6.0,,0,Good,3459.3023255813955,Brussels,Brussels
1591,20195663,1341,595000,house,3.0,187.0,0,0,1,50.0,700.0,0,As new,3181.818181818182,Wallonia,Walloon Brabant
5447,20233256,1180,595000,apartment,4.0,181.0,1,0,1,,,1,To renovate,3287.292817679558,Brussels,Brussels
10055,20052167,1000,595000,apartment,2.0,235.0,0,0,1,6.0,,0,Good,2531.9148936170213,Brussels,Brussels
2340,20215084,8570,595000,house,3.0,275.0,1,0,1,,,0,To be done up,2163.6363636363635,Flanders,West Flanders
7643,20238451,1000,595000,apartment,3.0,172.0,1,0,1,8.0,,0,Good,3459.3023255813955,Brussels,Brussels
6968,20146794,1050,595000,apartment,2.0,103.0,0,0,1,6.0,,0,As new,5776.699029126214,Brussels,Brussels
3275,11404875,1560,595000,house,4.0,303.0,0,0,1,,500.0,1,To be done up,1963.6963696369637,Flanders,Flemish Brabant
2176,20097868,9500,595000,house,5.0,230.0,0,0,1,19.0,1165.0,0,Just renovated,2586.9565217391305,Flanders,East Flanders
2919,20190987,7912,595000,house,2.0,209.0,1,0,1,16.0,,0,Good,2846.8899521531102,Wallonia,Hainaut
10402,11329218,8400,595000,apartment,3.0,153.0,0,0,1,,,0,Good,3888.8888888888887,Flanders,West Flanders
10401,11429371,8400,595000,apartment,3.0,123.0,1,0,1,,,0,As new,4837.3983739837395,Flanders,West Flanders
502,20237239,2540,595000,house,3.0,186.0,0,0,1,21.0,,0,Good,3198.9247311827958,Flanders,Antwerp
3064,20146540,1410,595000,house,4.0,196.0,0,0,1,24.0,10.0,0,As new,3035.714285714286,Wallonia,Walloon Brabant
46,20231478,6220,595000,house,4.0,400.0,1,0,1,,,0,Good,1487.5,Wallonia,Hainaut
3728,20240366,1450,595000,house,4.0,250.0,1,0,1,,,0,Good,2380.0,Wallonia,Walloon Brabant
3734,20216156,4350,595000,house,4.0,226.0,0,0,1,63.0,1100.0,0,Good,2632.7433628318586,Wallonia,Liège
7646,20239825,9000,595000,apartment,2.0,98.0,0,0,1,,,0,Good,6071.428571428572,Flanders,East Flanders
4073,20128917,1850,595000,house,5.0,297.0,1,0,1,,,0,Good,2003.3670033670035,Flanders,Flemish Brabant
9933,11080014,1150,595000,apartment,2.0,115.0,1,0,1,12.0,,0,To be done up,5173.913043478261,Brussels,Brussels
9175,20071668,9000,595000,apartment,2.0,115.0,0,0,1,130.0,,0,Good,5173.913043478261,Flanders,East Flanders
581,20230568,1840,595000,house,4.0,226.0,0,0,1,,,0,As new,2632.7433628318586,Flanders,Flemish Brabant
3665,11305561,6780,595000,house,4.0,316.0,1,0,1,38.0,1530.0,0,As new,1882.9113924050632,Wallonia,Luxembourg
803,20246694,1410,595000,house,3.0,200.0,0,0,1,15.0,750.0,0,Good,2975.0,Wallonia,Walloon Brabant
3046,20148041,4000,595000,house,7.0,455.0,1,0,1,28.0,3100.0,0,To renovate,1307.6923076923076,Wallonia,Liège
6009,20236878,1190,595000,apartment,3.0,170.0,0,0,1,60.0,,0,As new,3500.0,Brussels,Brussels
6888,20232131,8500,595000,apartment,2.0,142.0,0,0,1,,,0,As new,4190.140845070423,Flanders,West Flanders
3771,20242545,1180,595000,house,4.0,182.0,0,0,1,22.0,390.0,0,Good,3269.230769230769,Brussels,Brussels
8382,20246338,1180,595000,apartment,2.0,134.0,0,0,1,24.0,,0,As new,4440.298507462687,Brussels,Brussels
2084,20158069,3000,592796,house,4.0,231.0,1,0,1,12.0,1.0,0,As new,2566.21645021645,Flanders,Flemish Brabant
10067,11366101,8620,590000,apartment,2.0,114.0,1,0,1,,,0,As new,5175.438596491228,Flanders,West Flanders
1567,20226482,2970,590000,house,3.0,153.0,0,0,1,,,0,Good,3856.2091503267975,Flanders,Antwerp
5038,20150305,1860,590000,house,4.0,200.0,0,0,1,13.0,310.0,0,Good,2950.0,Flanders,Flemish Brabant
8051,11257884,1000,590000,apartment,3.0,165.0,0,0,1,,,0,Good,3575.757575757576,Brussels,Brussels
1027,20234450,3000,590000,house,3.0,241.0,1,0,1,,115.0,0,Just renovated,2448.1327800829877,Flanders,Flemish Brabant
6590,20176219,1180,590000,apartment,3.0,165.0,0,0,1,14.0,,0,Good,3575.757575757576,Brussels,Brussels
3684,20197450,4900,590000,house,4.0,190.0,1,1,1,32.0,392.0,0,As new,3105.2631578947367,Wallonia,Liège
6951,11470924,8300,590000,apartment,2.0,83.0,0,0,1,,,0,Good,7108.433734939759,Flanders,West Flanders
308,20243041,9810,590000,house,5.0,220.0,1,0,1,,,0,Good,2681.818181818182,Flanders,East Flanders
2266,20015162,9600,590000,house,4.0,324.0,0,0,1,20.0,240.0,0,Good,1820.9876543209878,Flanders,East Flanders
10399,11145674,8850,590000,apartment,2.0,115.0,0,0,1,,,0,As new,5130.434782608696,Flanders,West Flanders
4647,20220075,1840,590000,house,5.0,325.0,0,0,1,,,0,Good,1815.3846153846155,Flanders,Flemish Brabant
5162,11127594,9800,589986,house,4.0,221.0,1,0,1,,,0,Good,2669.6199095022625,Flanders,East Flanders
2247,20230302,9340,589000,house,4.0,175.0,0,0,1,25.0,400.0,0,Good,3365.714285714286,Flanders,East Flanders
9932,20030074,1000,589000,apartment,2.0,144.0,0,0,1,22.0,,0,Just renovated,4090.277777777778,Brussels,Brussels
2265,20044120,4651,589000,house,4.0,209.0,1,0,1,25.0,1750.0,0,To be done up,2818.181818181818,Wallonia,Liège
2612,20206934,9000,589000,house,5.0,180.0,1,0,1,,63.0,0,Good,3272.222222222222,Flanders,East Flanders
3664,20073727,9810,589000,house,3.0,197.0,0,0,1,,821.0,0,Just renovated,2989.8477157360408,Flanders,East Flanders
165,20218164,9620,589000,house,3.0,182.0,0,0,1,,,1,Good,3236.263736263736,Flanders,East Flanders
478,20241808,1790,589000,house,4.0,260.0,0,0,1,19.0,400.0,0,As new,2265.3846153846152,Flanders,Flemish Brabant
2613,20206931,9000,589000,house,5.0,180.0,1,0,1,,63.0,0,Good,3272.222222222222,Flanders,East Flanders
9037,10758098,1060,587000,apartment,2.0,118.0,1,0,1,,,0,As new,4974.576271186441,Brussels,Brussels
10054,10758240,1060,587000,apartment,2.0,118.0,1,0,1,,,0,As new,4974.576271186441,Brussels,Brussels
3273,20094801,2430,585000,house,4.0,240.0,1,0,1,20.0,2000.0,0,Good,2437.5,Flanders,Antwerp
6558,20207197,9000,585000,apartment,3.0,135.0,0,0,1,12.0,,0,Good,4333.333333333333,Flanders,East Flanders
3274,11490420,4620,585000,house,6.0,500.0,0,0,1,,4000.0,0,To renovate,1170.0,Wallonia,Liège
8609,20170030,8301,585000,apartment,3.0,96.0,0,0,1,,,0,To be done up,6093.75,Flanders,West Flanders
8003,20135156,8400,585000,apartment,4.0,164.0,0,0,1,3.0,,0,Good,3567.0731707317073,Flanders,West Flanders
5825,20172262,3001,585000,apartment,2.0,100.0,0,0,1,25.0,70.0,0,As new,5850.0,Flanders,Flemish Brabant
1326,20221273,7500,585000,house,8.0,400.0,1,0,1,,,0,Good,1462.5,Wallonia,Hainaut
4268,20230039,5370,585000,house,4.0,205.0,1,0,1,,,0,Good,2853.6585365853657,Wallonia,Namur
5161,20160094,5300,585000,house,4.0,190.0,1,0,1,50.0,,1,Good,3078.9473684210525,Wallonia,Namur
7299,20024033,9000,585000,apartment,2.0,94.0,1,0,1,10.0,,0,Good,6223.404255319149,Flanders,East Flanders
3863,11441200,1560,585000,house,4.0,280.0,0,0,1,41.0,,0,Good,2089.285714285714,Flanders,Flemish Brabant
9854,20123282,1050,585000,apartment,1.0,70.0,0,0,1,13.0,,0,Good,8357.142857142857,Brussels,Brussels
9331,20175553,1000,585000,apartment,1.0,71.0,1,0,1,20.0,,0,As new,8239.43661971831,Brussels,Brussels
9036,11446064,8420,585000,apartment,4.0,171.0,1,0,1,,,0,Good,3421.0526315789475,Flanders,West Flanders
10053,11365431,1000,585000,apartment,2.0,110.0,0,0,1,30.0,100.0,0,Good,5318.181818181818,Brussels,Brussels
7540,20232991,9070,585000,apartment,2.0,102.0,0,0,1,29.0,,0,As new,5735.294117647059,Flanders,East Flanders
700,20226770,6700,585000,house,4.0,223.0,1,0,1,36.0,321.0,0,As new,2623.318385650224,Wallonia,Luxembourg
4072,20122816,9660,585000,house,4.0,350.0,1,0,1,,,0,Good,1671.4285714285713,Flanders,East Flanders
4547,20202005,2650,585000,house,5.0,211.0,0,0,1,,,0,To be done up,2772.511848341232,Flanders,Antwerp
5159,11127591,9800,584986,house,4.0,209.0,1,0,1,,,0,Good,2798.976076555024,Flanders,East Flanders
4180,11480267,1653,580000,house,5.0,295.0,0,0,1,,,0,To be done up,1966.1016949152543,Flanders,Flemish Brabant
7207,20240428,9000,580000,apartment,1.0,77.0,0,0,1,8.0,,0,As new,7532.467532467533,Flanders,East Flanders
4179,20212858,1650,580000,house,5.0,295.0,0,0,1,,,0,To be done up,1966.1016949152543,Flanders,Flemish Brabant
9931,20123610,8300,580000,apartment,2.0,67.0,0,0,1,,,0,Good,8656.716417910447,Flanders,West Flanders
507,20232412,9600,580000,house,3.0,210.0,1,0,1,,,0,Good,2761.904761904762,Flanders,East Flanders
9654,20189790,9800,580000,apartment,3.0,163.0,1,0,1,40.0,,0,Good,3558.282208588957,Flanders,East Flanders
2364,20205852,4800,580000,house,5.0,543.0,1,0,1,,920.0,1,As new,1068.1399631675874,Wallonia,Liège
5158,11196958,9000,580000,house,5.0,155.0,0,0,1,,20.0,0,Good,3741.935483870968,Flanders,East Flanders
5634,20231230,8300,580000,apartment,2.0,67.0,1,0,1,5.0,,0,Just renovated,8656.716417910447,Flanders,West Flanders
2009,20127068,1410,580000,house,5.0,316.0,0,0,1,67.0,575.0,0,To renovate,1835.4430379746836,Wallonia,Walloon Brabant
2365,20205853,4820,580000,house,5.0,543.0,1,0,1,,920.0,1,As new,1068.1399631675874,Wallonia,Liège
2823,20216031,9472,579900,house,4.0,254.0,1,0,1,,590.0,0,Good,2283.0708661417325,Flanders,East Flanders
5001,11490308,9920,579000,house,4.0,330.0,0,0,1,,,0,To be done up,1754.5454545454545,Flanders,East Flanders
5019,20159337,3052,579000,house,4.0,162.0,0,0,1,,125.0,0,As new,3574.074074074074,Flanders,Flemish Brabant
4071,20150465,6960,579000,house,7.0,540.0,1,0,1,,3163.0,0,Good,1072.2222222222222,Wallonia,Luxembourg
5157,20172744,9500,579000,house,3.0,195.0,1,0,1,,,0,Good,2969.230769230769,Flanders,East Flanders
6319,20222519,8300,579000,apartment,2.0,78.0,0,0,1,6.0,,0,Good,7423.076923076923,Flanders,West Flanders
1563,20245213,2100,579000,house,4.0,197.0,0,0,1,,87.0,0,Good,2939.0862944162436,Flanders,Antwerp
8279,11125329,8620,579000,apartment,2.0,76.0,0,1,1,,,0,As new,7618.421052631579,Flanders,West Flanders
3785,20183797,8710,579000,house,4.0,174.0,1,0,1,,,0,Good,3327.5862068965516,Flanders,West Flanders
1071,20236448,1730,579000,house,3.0,187.0,1,0,1,13.0,2000.0,0,Good,3096.256684491979,Flanders,Flemish Brabant
3862,20160234,9000,579000,house,4.0,186.0,0,0,1,,,0,To renovate,3112.9032258064517,Flanders,East Flanders
7229,20243798,8620,579000,apartment,2.0,73.0,0,1,1,,,0,As new,7931.506849315068,Flanders,West Flanders
3171,20206933,9000,579000,house,5.0,159.0,1,0,1,,55.0,0,Good,3641.509433962264,Flanders,East Flanders
2622,20105641,2980,578000,house,2.0,220.0,0,0,1,62.0,1000.0,0,As new,2627.2727272727275,Flanders,Antwerp
3272,11310607,1325,575000,house,4.0,141.0,0,0,1,60.0,1900.0,0,To be done up,4078.0141843971633,Wallonia,Walloon Brabant
5018,20200897,2820,575000,house,5.0,259.0,1,0,1,20.0,1250.0,1,Good,2220.07722007722,Flanders,Antwerp
53,20235941,9620,575000,house,3.0,255.0,0,0,1,,,0,Good,2254.901960784314,Flanders,East Flanders
2487,20230669,1860,575000,house,4.0,300.0,1,0,1,100.0,140.0,0,Good,1916.6666666666667,Flanders,Flemish Brabant
6820,11420122,1050,575000,apartment,2.0,116.0,0,0,1,2.0,,0,As new,4956.896551724138,Brussels,Brussels
10357,20242512,8300,575000,apartment,2.0,92.0,0,0,1,,,0,To be done up,6250.0,Flanders,West Flanders
5155,11489706,6782,575000,house,4.0,204.0,0,0,1,40.0,1000.0,1,As new,2818.627450980392,Wallonia,Luxembourg
516,20226966,9890,575000,house,2.0,375.0,0,0,1,75.0,480.0,0,Good,1533.3333333333333,Flanders,East Flanders
2264,11307222,1490,575000,house,4.0,200.0,1,0,1,70.0,,0,Just renovated,2875.0,Wallonia,Walloon Brabant
8050,11478294,2660,575000,apartment,3.0,285.0,1,0,1,12.0,,0,Good,2017.5438596491229,Flanders,Antwerp
1632,20187465,1330,575000,house,4.0,140.0,1,0,1,81.0,,0,Good,4107.142857142857,Wallonia,Walloon Brabant
8164,20224027,2800,575000,apartment,4.0,196.0,0,0,1,7.0,,0,Good,2933.673469387755,Flanders,Antwerp
4999,20055494,1950,575000,house,3.0,130.0,0,0,1,25.0,450.0,0,To renovate,4423.076923076923,Flanders,Flemish Brabant
6776,20197850,1050,575000,apartment,1.0,85.0,1,1,1,,,0,As new,6764.705882352941,Brussels,Brussels
3979,20226619,3001,575000,house,3.0,201.0,1,0,1,,,0,Good,2860.6965174129355,Flanders,Flemish Brabant
3860,11446112,1440,575000,house,3.0,195.0,0,0,1,,,0,Good,2948.7179487179487,Wallonia,Walloon Brabant
2717,20187611,1440,575000,house,5.0,141.0,0,0,1,,,0,Good,4078.0141843971633,Wallonia,Walloon Brabant
3527,20149335,2240,575000,house,3.0,198.0,1,0,1,,265.0,0,Good,2904.040404040404,Flanders,Antwerp
6668,20242277,8300,575000,apartment,2.0,90.0,1,0,1,,,0,Good,6388.888888888889,Flanders,West Flanders
3144,20207283,6990,575000,house,4.0,199.0,1,0,1,115.0,2070.0,0,As new,2889.4472361809044,Wallonia,Luxembourg
5830,20223134,8930,575000,apartment,6.0,76.0,0,0,1,,,0,Good,7565.789473684211,Flanders,West Flanders
2363,20161832,3090,575000,house,4.0,176.0,1,0,1,40.0,350.0,0,Good,3267.0454545454545,Flanders,Flemish Brabant
3861,20127262,9880,575000,house,3.0,225.0,1,0,1,,,0,Good,2555.5555555555557,Flanders,East Flanders
3185,20174895,1950,575000,house,3.0,145.0,1,0,1,20.0,250.0,0,Good,3965.5172413793102,Flanders,Flemish Brabant
10052,20065299,8430,575000,apartment,2.0,79.0,1,0,1,,,0,Good,7278.481012658228,Flanders,West Flanders
6582,11468598,1150,575000,apartment,3.0,140.0,1,0,1,70.0,275.0,0,To be done up,4107.142857142857,Brussels,Brussels
495,20079013,2812,575000,house,3.0,124.0,0,0,1,21.0,124.0,0,As new,4637.096774193548,Flanders,Antwerp
9471,11341299,4000,575000,apartment,3.0,144.0,0,0,1,15.0,,0,As new,3993.0555555555557,Wallonia,Liège
4310,20170823,1435,575000,house,5.0,210.0,0,0,1,15.0,,0,To renovate,2738.095238095238,Wallonia,Walloon Brabant
6281,20244984,1180,575000,apartment,4.0,199.0,0,0,1,20.0,,0,Good,2889.4472361809044,Brussels,Brussels
9174,11285881,8430,575000,apartment,4.0,118.0,1,0,1,,,0,Good,4872.881355932203,Flanders,West Flanders
5037,20205075,1030,575000,house,5.0,220.0,0,0,1,,180.0,0,To renovate,2613.6363636363635,Brussels,Brussels
7206,20240427,9000,575000,apartment,1.0,77.0,0,0,1,8.0,,0,As new,7467.532467532467,Flanders,East Flanders
2200,20242024,8680,575000,house,2.0,172.0,0,0,1,,,0,Good,3343.0232558139537,Flanders,West Flanders
3045,20120403,9860,575000,house,5.0,325.0,1,0,1,,,0,To be done up,1769.2307692307693,Flanders,East Flanders
2175,11037536,1980,575000,house,2.0,180.0,0,0,1,60.0,400.0,0,As new,3194.4444444444443,Flanders,Flemish Brabant
5156,11462874,9660,575000,house,3.0,210.0,0,0,1,,,0,As new,2738.095238095238,Flanders,East Flanders
5055,20228051,9860,575000,house,3.0,205.0,0,0,1,50.0,400.0,0,Good,2804.878048780488,Flanders,East Flanders
7515,20214497,8301,575000,apartment,2.0,88.0,0,1,1,,,0,Good,6534.090909090909,Flanders,West Flanders
277,20243696,1180,575000,house,2.0,130.0,1,0,1,,,0,Good,4423.076923076923,Brussels,Brussels
1033,20245400,9080,575000,house,4.0,260.0,0,0,1,,3800.0,0,To be done up,2211.5384615384614,Flanders,East Flanders
65,20226299,8510,575000,house,4.0,280.0,1,0,1,,,0,Just renovated,2053.5714285714284,Flanders,West Flanders
6289,20233361,2018,575000,apartment,3.0,200.0,1,0,1,15.0,,0,Just renovated,2875.0,Flanders,Antwerp
1034,20245720,9185,575000,house,4.0,260.0,0,0,1,,3800.0,0,To be done up,2211.5384615384614,Flanders,East Flanders
6583,20147639,9000,575000,apartment,3.0,185.0,1,0,1,11.0,,0,Good,3108.108108108108,Flanders,East Flanders
8049,11121572,1200,575000,apartment,3.0,120.0,0,1,1,6.0,,0,As new,4791.666666666667,Brussels,Brussels
5000,20110379,2870,575000,house,4.0,200.0,1,0,1,,765.0,0,As new,2875.0,Flanders,Antwerp
5154,11127595,9800,574987,house,4.0,199.0,1,0,1,,,0,Good,2889.381909547739,Flanders,East Flanders
133,20236569,9070,574000,house,4.0,170.0,1,0,1,,,0,Good,3376.470588235294,Flanders,East Flanders
3526,11084922,1731,574000,house,6.0,310.0,1,0,1,,700.0,0,Good,1851.6129032258063,Flanders,Flemish Brabant
4536,20191773,9000,573000,house,4.0,190.0,0,0,1,,25.0,0,Good,3015.7894736842104,Flanders,East Flanders
1220,20224790,9810,572500,house,4.0,252.0,0,0,1,,,0,Good,2271.8253968253966,Flanders,East Flanders
3709,20159097,9880,570000,house,3.0,140.0,0,0,1,,1000.0,0,As new,4071.4285714285716,Flanders,East Flanders
10066,11491599,1000,570000,apartment,3.0,151.0,0,0,1,,,0,Just renovated,3774.8344370860927,Brussels,Brussels
5054,20150173,9881,570000,house,3.0,140.0,0,0,1,,1000.0,0,As new,4071.4285714285716,Flanders,East Flanders
7288,20192409,1150,570000,apartment,3.0,130.0,0,0,1,6.0,,0,Just renovated,4384.615384615385,Brussels,Brussels
3525,20165462,1880,570000,house,3.0,170.0,0,0,1,27.0,,0,Good,3352.9411764705883,Flanders,Flemish Brabant
5849,20237213,1160,570000,apartment,3.0,120.0,0,0,1,42.0,120.0,0,To be done up,4750.0,Brussels,Brussels
272,20214651,6870,570000,house,6.0,263.0,1,0,1,20.0,,0,As new,2167.300380228137,Wallonia,Luxembourg
6642,20130213,8400,570000,apartment,3.0,141.0,0,0,1,4.0,,0,As new,4042.553191489362,Flanders,West Flanders
5374,20192533,1150,570000,apartment,3.0,130.0,0,0,1,6.0,,0,Good,4384.615384615385,Brussels,Brussels
8844,20228609,1410,570000,apartment,2.0,143.0,0,0,1,10.0,,0,As new,3986.013986013986,Wallonia,Walloon Brabant
2616,20205464,9550,569000,house,4.0,266.0,1,0,1,,,0,Good,2139.097744360902,Flanders,East Flanders
5801,20235390,8400,569000,apartment,3.0,126.0,1,1,1,,,0,Good,4515.873015873016,Flanders,West Flanders
4069,20050525,8200,569000,house,3.0,161.0,0,0,1,,599.0,0,Good,3534.1614906832297,Flanders,West Flanders
4070,11474797,9900,569000,house,2.0,320.0,1,0,1,,,0,Good,1778.125,Flanders,East Flanders
2777,20012722,3001,569000,house,4.0,176.0,1,0,1,,50.0,0,Good,3232.9545454545455,Flanders,Flemish Brabant
4998,11356240,1851,569000,house,4.0,170.0,1,0,1,,,0,Good,3347.0588235294117,Flanders,Flemish Brabant
3689,20228971,1082,569000,house,4.0,250.0,1,0,1,,,0,To renovate,2276.0,Brussels,Brussels
8586,20232220,8670,569000,apartment,2.0,85.0,0,1,1,,,0,As new,6694.117647058823,Flanders,West Flanders
6321,20194759,3920,569000,apartment,3.0,143.0,0,0,1,30.0,,0,As new,3979.020979020979,Flanders,Limburg
5036,20155746,1730,569000,house,3.0,235.0,1,0,1,25.0,800.0,0,Good,2421.276595744681,Flanders,Flemish Brabant
6858,11361266,2000,567000,apartment,2.0,185.0,1,0,1,4.0,,0,Good,3064.864864864865,Flanders,Antwerp
3524,20169739,7730,566500,house,5.0,385.0,1,0,1,,,0,Good,1471.4285714285713,Wallonia,Hainaut
1590,20204484,9420,565000,house,5.0,277.0,0,0,1,,,1,Good,2039.71119133574,Flanders,East Flanders
811,20241192,9520,565000,house,4.0,270.0,1,0,1,,,0,Good,2092.5925925925926,Flanders,East Flanders
9035,11424372,8420,565000,apartment,4.0,123.0,1,0,1,,,0,Good,4593.495934959349,Flanders,West Flanders
9034,20044866,1000,565000,apartment,3.0,151.0,0,0,1,,,0,As new,3741.7218543046356,Brussels,Brussels
3859,20070896,4690,565000,house,4.0,300.0,1,0,1,,,0,Good,1883.3333333333333,Wallonia,Liège
3044,11475698,4800,565000,house,5.0,286.0,1,0,1,50.0,2000.0,0,Good,1975.5244755244755,Wallonia,Liège
6948,20105895,1000,565000,apartment,2.0,170.0,0,0,1,,,0,As new,3323.529411764706,Brussels,Brussels
6949,20105890,1080,565000,apartment,2.0,170.0,0,0,1,,,0,As new,3323.529411764706,Brussels,Brussels
6314,20243492,1030,565000,apartment,3.0,160.0,1,0,1,15.0,150.0,0,Good,3531.25,Brussels,Brussels
1609,20084576,2820,565000,house,3.0,170.0,0,0,1,19.0,,0,To renovate,3323.529411764706,Flanders,Antwerp
3116,20244171,2243,565000,house,3.0,236.0,1,0,1,32.0,1.0,0,As new,2394.0677966101694,Flanders,Antwerp
8963,20155053,1180,564000,apartment,3.0,133.0,0,0,1,14.0,152.0,0,As new,4240.601503759399,Brussels,Brussels
9637,8498727,8770,562500,apartment,3.0,190.0,0,0,1,,,0,Good,2960.5263157894738,Flanders,West Flanders
